6.979283124579169453e+02	0.000000000000000000e+00
6.956869422818837165e+02	1.050986561132491448e-03
6.934605645484995193e+02	2.114596045914990396e-03
6.912490293333378304e+02	3.191041576464992424e-03
6.890521887043233846e+02	4.280541046393096516e-03
6.868698966887461665e+02	5.383317246785090937e-03
6.847020092409285326e+02	6.499597995924102922e-03
6.825483842105306849e+02	7.629616272864098159e-03
6.804088813114798313e+02	8.773610354980102000e-03
6.782833620915075699e+02	9.931823959619098807e-03
6.761716899022844700e+02	1.110450638998410067e-02
6.740737298701341160e+02	1.229191268538809556e-02
6.719893488673181992e+02	1.349430377600908948e-02
6.699184154838751510e+02	1.471194664229309723e-02
6.678608000000041329e+02	1.594511447916009683e-02
6.658163743589784644e+02	1.719408686514910245e-02
6.637850121405791697e+02	1.845914993666709913e-02
6.617665885350359076e+02	1.974059656751610270e-02
6.597609803174643730e+02	2.103872655383109969e-02
6.577680658227887989e+02	2.235384680464609641e-02
6.557877249211396702e+02	2.368627153820709874e-02
6.538198389937147113e+02	2.503632248428409868e-02
6.518642909090949615e+02	2.640432909259209093e-02
6.499209650000038891e+02	2.779062874758309043e-02
6.479897470405023796e+02	2.919556698974810904e-02
6.460705242236062986e+02	3.061949774368309674e-02
6.441631851393227635e+02	3.206278355308010697e-02
6.422676197530903437e+02	3.352579582290508842e-02
6.403837193846192122e+02	3.500891506893309690e-02
6.385113766871203325e+02	3.651253117491208566e-02
6.366504856269151560e+02	3.803704365755110339e-02
6.348009414634183258e+02	3.958286193959910382e-02
6.329626407294870205e+02	4.115040563122808470e-02
6.311354812121248870e+02	4.274010481999508670e-02
6.293193619335384028e+02	4.435240036962108390e-02
6.275141831325338444e+02	4.598774422785310845e-02
6.257198462462498583e+02	4.764659974367109474e-02
6.239362538922191561e+02	4.932944199411508357e-02
6.221633098507498971e+02	5.103675812099810194e-02
6.204009190476225513e+02	5.276904767780009331e-02
6.186489875370955360e+02	5.452682298701010122e-02
6.169074224852106454e+02	5.631060950822609767e-02
6.151761321533957698e+02	5.812094621727710575e-02
6.134550258823563809e+02	5.995838599669710278e-02
6.117440140762497549e+02	6.182349603782909264e-02
6.100430081871379571e+02	6.371685825485710886e-02
6.083519206997118545e+02	6.563906971108708632e-02
6.066706651162825210e+02	6.759074305776908986e-02
6.049991559420323028e+02	6.957250698576010473e-02
6.033373086705236119e+02	7.158500669034710551e-02
6.016850397694591948e+02	7.362890434952108765e-02
6.000422666666732994e+02	7.570487961598008908e-02
5.984089077363962588e+02	7.781363012321008965e-02
5.967848822857207551e+02	7.995587200585808907e-02
5.951701105413170581e+02	8.213234043474408608e-02
5.935645136363700658e+02	8.434379016671610108e-02
5.919680135977400823e+02	8.659099610967808947e-02
5.903805333333397130e+02	8.887475390294509447e-02
5.888019966197247186e+02	9.119588051325409894e-02
5.872323280898939402e+02	9.355521484652710995e-02
5.856714532212948825e+02	9.595361837566608598e-02
5.841192983240285912e+02	9.839197578445409154e-02
5.825757905292541636e+02	1.008711956277571070e-01
5.810408577777839128e+02	1.033922110080631035e-01
5.795144288088704343e+02	1.059559802684331004e-01
5.779964331491772782e+02	1.085634877018650940e-01
5.764868011019344749e+02	1.112157442770280863e-01
5.749854637362697076e+02	1.139137883802500834e-01
5.734923528767183143e+02	1.166586865736170958e-01
5.720074010929021142e+02	1.194515343689091097e-01
5.705305416893792199e+02	1.222934570171011065e-01
5.690617086956580124e+02	1.251856103129561082e-01
5.676008368563743716e+02	1.281291814142950791e-01
5.661478616216274986e+02	1.311253896752260784e-01
5.647027191374721724e+02	1.341754874926611163e-01
5.632653462365649375e+02	1.372807611652310800e-01
5.618356804289601314e+02	1.404425317635700776e-01
5.604136598930539321e+02	1.436621560107780859e-01
5.589992234666723334e+02	1.469410271717001004e-01
5.575923106383036156e+02	1.502805759494610927e-01
5.561928615384671275e+02	1.536822713874561042e-01
5.548008169312225846e+02	1.571476217747631021e-01
5.534161182058103350e+02	1.606781755527040834e-01
5.520387073684265715e+02	1.642755222199411280e-01
5.506685270341262139e+02	1.679412932332601249e-01
5.493055204188536891e+02	1.716771629006931255e-01
5.479496313315980842e+02	1.754848492634781265e-01
5.466008041666721056e+02	1.793661149626941120e-01
5.452589838961092710e+02	1.833227680861631015e-01
5.439241160621816107e+02	1.873566629905510927e-01
5.425961467700311687e+02	1.914697010932160937e-01
5.412750226804178055e+02	1.956638316276241296e-01
5.399606910025759134e+02	1.999410523556350849e-01
5.386530994871848179e+02	2.043034102291921283e-01
5.373521964194425209e+02	2.087530019932181125e-01
5.360579306122501748e+02	2.132919747207940864e-01
5.347702513994961464e+02	2.179225262706571131e-01
5.334891086294467186e+02	2.226469056562501159e-01
5.322144526582329718e+02	2.274674133145050958e-01
5.309462343434394143e+02	2.323864012613511276e-01
5.296844050377885651e+02	2.374062731199100829e-01
5.284289165829195554e+02	2.425294840058890844e-01
5.271797213032632499e+02	2.477585402534591141e-01
5.259367720000050213e+02	2.530959989633931317e-01
5.247000219451421117e+02	2.585444673536181348e-01
5.234694248756268280e+02	2.641066018907131108e-01
5.222449349875979578e+02	2.697851071791861344e-01
5.210265069306979058e+02	2.755827345832191355e-01
5.198140958024739575e+02	2.815022805539131312e-01
5.186076571428620809e+02	2.875465846325730990e-01
5.174071469287516720e+02	2.937185270986560903e-01
5.162125215686321553e+02	3.000210262284391249e-01
5.150237378973153000e+02	3.064570351281191152e-01
5.138407531707364342e+02	3.130295381023671109e-01
5.126635250608319438e+02	3.197415465168720883e-01
5.114920116504900989e+02	3.265960941105280901e-01
5.103261714285761173e+02	3.335962317100871211e-01
5.091659632850288517e+02	3.407450212972510939e-01
5.080113465060287581e+02	3.480455293753680901e-01
5.068622807692353831e+02	3.555008195797750847e-01
5.057187261390934054e+02	3.631139444731101285e-01
5.045806430622055814e+02	3.708879364640251253e-01
5.034479923627729931e+02	3.788257977850081337e-01
5.023207352380998145e+02	3.869304894626401370e-01
5.011988332541613431e+02	3.952049192111101172e-01
5.000822483412367774e+02	4.036519281780751034e-01
4.989709427896025886e+02	4.122742764701480822e-01
