7.966697674418603583e+02	4.042311797349860569e+00
7.922338461538461161e+02	4.101445012640949628e+00
7.878656488549618189e+02	4.150399460670840313e+00
7.835636363636363058e+02	4.191476613874300483e+00
7.793263157894735969e+02	4.226935232065120118e+00
7.751522388059700006e+02	4.258951543653580529e+00
7.710399999999998499e+02	4.289587250245350702e+00
7.669882352941175441e+02	4.320764989387310351e+00
7.629956204379561768e+02	4.354250551363499255e+00
7.590608695652173310e+02	4.391640893975539583e+00
7.551827338129496638e+02	4.434356815221070391e+00
7.513600000000000136e+02	4.483639008951460170e+00
7.475914893617020880e+02	4.540546125095099583e+00
7.438760563380280928e+02	4.605953371142799568e+00
7.402125874125873679e+02	4.680550122022999915e+00
7.366000000000000227e+02	4.764834963682499591e+00
7.330372413793103306e+02	4.859106614709899574e+00
7.295232876712327652e+02	4.963449314547199620e+00
7.260571428571428214e+02	5.077711635414999591e+00
7.226378378378377647e+02	5.201478401614499703e+00
7.192644295302012551e+02	5.334036643112499476e+00
7.159359999999999218e+02	5.474338411344000122e+00
7.126516556291389861e+02	5.620965899984399883e+00
7.094105263157894115e+02	5.772107485659999426e+00
7.062117647058822740e+02	5.925556526209000197e+00
7.030545454545454049e+02	6.078747026784199647e+00
6.999380645161289749e+02	6.228840130855299861e+00
6.968615384615384301e+02	6.372871160970799309e+00
6.938242038216560559e+02	6.507957492525299870e+00
6.908253164556961110e+02	6.631553327815700172e+00
6.878641509433962256e+02	6.741721291915599323e+00
6.849399999999998272e+02	6.837377908886699274e+00
6.820521739130433616e+02	6.918466376785699978e+00
6.791999999999999318e+02	6.986019416839900131e+00
6.763828220858895293e+02	7.042096275005400585e+00
6.735999999999999091e+02	7.089604852284400849e+00
6.708509090909089991e+02	7.132043384078199821e+00
6.681349397590361150e+02	7.173208605000899851e+00
6.654514970059880170e+02	7.216916354947199963e+00
6.627999999999999545e+02	7.266768868732700781e+00
6.601798816568048096e+02	7.325986380999500724e+00
6.575905882352940353e+02	7.397304972658799826e+00
6.550315789473684163e+02	7.482931435073499671e+00
6.525023255813953256e+02	7.584540346017300649e+00
6.500023121387282572e+02	7.703297649490499666e+00
6.475310344827586277e+02	7.839897112487600239e+00
6.450879999999999654e+02	7.994599450066399271e+00
6.426727272727272293e+02	8.167267481944900709e+00
6.402847457627117365e+02	8.357393767737500312e+00
6.379235955056178682e+02	8.564119534938100742e+00
6.355888268156423919e+02	8.786245381182800074e+00
6.332799999999999727e+02	9.022235340430800221e+00
6.309966850828728866e+02	9.270216608417300108e+00
6.287384615384614790e+02	9.527977655363999432e+00
6.265049180327868044e+02	9.792967711815100174e+00
6.242956521739129130e+02	1.006230073437970063e+01
6.221102702702702345e+02	1.033276695402189915e+01
6.199483870967741268e+02	1.060085495370559983e+01
6.178096256684491436e+02	1.086278687521799924e+01
6.156936170212766228e+02	1.111456877193110060e+01
6.135999999999999091e+02	1.135205726635049928e+01
6.115284210526315292e+02	1.157104253536120098e+01
6.094785340314135738e+02	1.176734625847850069e+01
6.074500000000000455e+02	1.193693161171340122e+01
6.054424870466320954e+02	1.207602081497689994e+01
6.034556701030928707e+02	1.218121432672640125e+01
6.014892307692307440e+02	1.224960474693000023e+01
5.995428571428572013e+02	1.227887804038680031e+01
5.976162436548222558e+02	1.226739497975140125e+01
5.957090909090909463e+02	1.221424679221080112e+01
5.938211055276381103e+02	1.211928080422029907e+01
5.919519999999999982e+02	1.198309422869170149e+01
5.901014925373133337e+02	1.180699682938309891e+01
5.882693069306931193e+02	1.159294568880070031e+01
5.864551724137932069e+02	1.134345737381810082e+01
5.846588235294117339e+02	1.106150419599089929e+01
5.828800000000001091e+02	1.075040187657529955e+01
5.811184466019417414e+02	1.041369576808049935e+01
5.793739130434782965e+02	1.005505197294509934e+01
5.776461538461537657e+02	9.678158446635400480e+00
5.759349282296650472e+02	9.286639690349899112e+00
5.742400000000000091e+02	8.883987143761199690e+00
5.725611374407583298e+02	8.473506033114700742e+00
5.708981132075471123e+02	8.058278313476300525e+00
5.692507042253521377e+02	7.641140502753499320e+00
5.676186915887849409e+02	7.224674632178100353e+00
5.660018604651163514e+02	6.811210187212699552e+00
5.643999999999998636e+02	6.402834741671799890e+00
5.628129032258063944e+02	6.001410929681899376e+00
5.612403669724769770e+02	5.608597427717299411e+00
5.596821917808218814e+02	5.225871694706400561e+00
5.581381818181816925e+02	4.854552344395200336e+00
5.566081447963800883e+02	4.495819206779339439e+00
5.550918918918919189e+02	4.150729398767920131e+00
5.535892376681614451e+02	3.820228098479720558e+00
5.520999999999999091e+02	3.505153225751090673e+00
5.506240000000000236e+02	3.206233875481990125e+00
5.491610619469026915e+02	2.924083107018979888e+00
5.477110132158588840e+02	2.659186484797899652e+00
5.462736842105263122e+02	2.411888483195440358e+00
5.448489082969431365e+02	2.182379365262960391e+00
5.434365217391318765e+02	1.970685289510099913e+00
5.420363636363649675e+02	1.776664101073950341e+00
5.406482758620702498e+02	1.600008532255870364e+00
5.392721030042932853e+02	1.440257484662899934e+00
5.379076923076936509e+02	1.296814896085559887e+00
